non_threat	articl	2.5859439441044767e-06
non_threat	page	6.200971274355701e-07
non_threat	the	1.0305584723610159e-07
non_threat	edit	1.70632230129292e-06
non_threat	wikipedia	-7.162253933582794e-08
non_threat	use	9.037676258368915e-07
non_threat	talk	-6.179258438517317e-07
non_threat	you	-1.782337465068835e-05
non_threat	like	8.440404353058649e-07
non_threat	one	1.5528861592122335e-06
non_threat	pleas	1.5421103721094235e-06
non_threat	would	1.7602074269736937e-06
non_threat	delet	6.601177972532532e-07
non_threat	dont	-2.1866150767881176e-06
non_threat	thank	1.0542768791800609e-06
non_threat	sourc	5.499112686339995e-07
non_threat	see	7.170549178836844e-07
non_threat	think	1.1598405820917046e-06
non_threat	make	8.818645163556961e-07
non_threat	also	1.2631178094978607e-06
non_threat	know	3.033303372312156e-07
non_threat	time	4.321849925820149e-07
non_threat	peopl	8.3650657041316e-07
non_threat	say	9.961214148585774e-07
non_threat	get	-1.5166487213627823e-06
non_threat	thi	6.627707069273554e-07
non_threat	block	-1.3238696910621252e-06
non_threat	need	6.577234796166907e-07
non_threat	may	7.965969925406288e-07
non_threat	remov	3.644757883528189e-07
non_threat	want	6.38349871746944e-07
non_threat	name	2.4632127086138687e-07
non_threat	link	1.9138055662187882e-07
non_threat	your	-6.86041663233624e-06
non_threat	person	6.272741724418533e-07
non_threat	discuss	1.9111469794417615e-07
non_threat	look	5.874285231763428e-07
non_threat	user	5.592519521438766e-07
non_threat	work	3.640809371196797e-07
non_threat	even	5.372158992841917e-07
non_threat	help	4.386240872423347e-07
non_threat	inform	3.4647223363690414e-07
non_threat	that	4.4650481962576215e-07
non_threat	good	4.403416650064797e-07
non_threat	refer	2.6350531807177145e-07
non_threat	comment	3.5039846476288674e-07
non_threat	fuck	-6.575861735245189e-06
non_threat	chang	3.931752468607212e-07
non_threat	way	3.61218268970472e-07
non_threat	well	7.076382732647902e-07
non_threat	list	1.601267336863106e-07
non_threat	could	3.5505177888254966e-07
non_threat	imag	6.836628084776014e-08
non_threat	editor	1.5383878017219963e-07
non_threat	tri	6.255207944268809e-07
non_threat	section	1.5753795812455323e-07
non_threat	and	-5.5453913669751294e-06
non_threat	point	3.6358686626955977e-07
non_threat	question	2.2500201439227656e-07
non_threat	new	3.3776214083645256e-07
non_threat	thing	1.9985235937053336e-07
non_threat	read	2.8260213288908835e-07
non_threat	ad	3.073010882129874e-07
non_threat	take	-6.385830130082557e-07
non_threat	first	6.834585283711007e-07
non_threat	fact	4.259617894586952e-07
non_threat	there	4.714209442160367e-07
non_threat	seem	2.785379726468801e-07
non_threat	vandal	1.5345216299567081e-07
non_threat	find	-3.436417741590422e-08
non_threat	state	2.3546205639457173e-07
non_threat	reason	3.679598080340839e-07
non_threat	revert	3.499852209950004e-07
